magnitude,latitude,longitude,depth,Referencia de localizacion,date_utc,time_utc
4.1,15.2217,-94.6318,22.9,"122 km al SURESTE de SALINA CRUZ, OAX",2019-04-25,18:19:02
4.3,16.1362,-97.5267,10.3,"17 km al NOROESTE de RIO GRANDE, OAX",2019-04-25,19:14:11
4,16.762,-94.572,114.5,"42 km al NORESTE de UNION HIDALGO, OAX",2019-04-25,21:47:10
4.1,15.9165,-98.726,16.2,"86 km al SUROESTE de PINOTEPA NACIONAL, OAX",2019-04-26,5:06:30
4,17.0948,-95.2197,106.9,"31 km al NOROESTE de MATIAS ROMERO, OAX",2019-04-26,7:04:06
4.2,15.278,-94.3848,16.1,"112 km al SUROESTE de TONALA, CHIS",2019-04-26,7:08:09
4.1,13.9985,-93.2035,15.8,"136 km al SUROESTE de CD HIDALGO, CHIS",2019-04-26,10:04:04
4.2,18.0988,-103.42,7.4,"80 km al SUROESTE de COALCOMAN, MICH",2019-04-26,19:13:00
4,15.0245,-94.4077,35,"137 km al SUROESTE de TONALA, CHIS",2019-04-26,19:49:19
4.2,15.6013,-95.2093,10.6,"64 km al SUR de SALINA CRUZ, OAX",2019-04-26,22:53:05
4.1,15.4803,-96.292,3.8,"35 km al SURESTE de S PEDRO POCHUTLA, OAX",2019-04-26,22:53:52
4.2,16.3145,-95.0915,64,"14 km al ESTE de S BLAS ATEMPA, OAX",2019-04-27,0:18:38
4.1,16.5008,-98.5075,30.2,"23 km al SUROESTE de OMETEPEC, GRO",2019-04-27,0:25:52
4,16.4967,-94.8127,68.2,"3 km al NORESTE de UNION HIDALGO, OAX",2019-04-27,9:19:31
4.1,14.4905,-93.8385,5.6,"146 km al SUROESTE de MAPASTEPEC, CHIS",2019-04-27,10:10:30
4.3,16.0577,-99.1292,16.5,"86 km al SURESTE de SAN MARCOS, GRO",2019-04-27,10:36:48
4,16.632,-94.6775,51.3,"24 km al NORESTE de UNION HIDALGO, OAX",2019-04-27,13:43:40
4,16.5523,-95.0478,10.4,"6 km al ESTE de CD IXTEPEC, OAX",2019-04-27,14:56:49
4.1,16.5385,-95.0445,11.9,"6 km al SURESTE de CD IXTEPEC, OAX",2019-04-27,15:09:10
4.1,16.1342,-98.7993,16.1,"74 km al SUROESTE de OMETEPEC, GRO",2019-04-27,16:52:53
4,15.4235,-94.9378,31,"88 km al SURESTE de SALINA CRUZ, OAX",2019-04-28,19:48:33
4.1,15.9448,-97.8717,11.8,"47 km al OESTE de RIO GRANDE, OAX",2019-04-29,0:09:28
4.2,16.645,-94.3278,114.3,"57 km al NORESTE de UNION HIDALGO, OAX",2019-04-29,0:55:28
4,16.9965,-98.6203,41.2,"42 km al NOROESTE de OMETEPEC, GRO",2019-04-29,7:33:09
4.1,15.2118,-94.6562,16.1,"122 km al SURESTE de SALINA CRUZ, OAX",2019-04-29,7:37:53
4.1,13.7677,-92.338,10,"103 km al SUR de CD HIDALGO, CHIS",2019-04-29,9:04:58
4.2,14.5685,-92.5608,60.3,"46 km al SUROESTE de CD HIDALGO, CHIS",2019-04-29,9:24:35
4.1,27.5732,-111.609,7.4,"70 km al NORESTE de SANTA ROSALIA, BCS",2019-04-29,12:21:57
4.3,14.7913,-92.4182,89.2,"21 km al SUROESTE de TAPACHULA, CHIS",2019-04-30,3:52:15
4,32.0732,-115.135,4.9,"24 km al SUR de GPE VICTORIA(KM.43), BC",2019-04-30,16:46:06
4.1,15.7917,-96.7047,20.9,"26 km al OESTE de S PEDRO POCHUTLA, OAX",2019-04-30,20:28:39
4,16.5675,-95.125,5.6,"3 km al OESTE de CD IXTEPEC, OAX",2019-05-01,6:03:09
4,16.5873,-99.7803,5,"34 km al SURESTE de ACAPULCO, GRO",2019-05-01,8:24:42
4,16.7173,-94.011,139.3,"31 km al OESTE de CINTALAPA, CHIS",2019-05-01,8:32:10
4.2,16.981,-94.2055,145.5,"60 km al NOROESTE de CINTALAPA, CHIS",2019-05-01,10:29:44
4,16.664,-94.794,63.7,"21 km al NORTE de UNION HIDALGO, OAX",2019-05-01,10:36:07
4.2,16.2303,-95.1732,5.3,"6 km al NORESTE de SALINA CRUZ, OAX",2019-05-01,14:40:20
4.6,17.6528,-101.622,8.8,"8 km al OESTE de ZIHUATANEJO, GRO",2019-05-02,3:50:57
4,16.7048,-99.942,15,"19 km al SUR de ACAPULCO, GRO",2019-05-02,6:05:50
4.1,17.257,-94.2798,164.7,"75 km al SUROESTE de LAS CHOAPAS, VER",2019-05-02,12:31:03
4.1,16.2198,-98.0772,8.4,"14 km al SUR de PINOTEPA NACIONAL, OAX",2019-05-02,13:32:05
4.1,15.8867,-95.1632,15.3,"33 km al SUR de SALINA CRUZ, OAX",2019-05-02,14:55:00
4.1,14.7495,-93.7972,23.1,"121 km al SUROESTE de PIJIJIAPAN, CHIS",2019-05-02,15:50:32
4,15.704,-93.9837,66.1,"49 km al SUROESTE de TONALA, CHIS",2019-05-02,16:17:16
4,16.1978,-95.9993,50.2,"50 km al NORESTE de CRUCECITA, OAX",2019-05-02,17:16:45
4,16.9497,-94.9328,117.2,"14 km al NORESTE de MATIAS ROMERO, OAX",2019-05-02,20:50:54
4,15.0285,-94.373,17.5,"134 km al SUROESTE de TONALA, CHIS",2019-05-03,9:01:12
4.1,15.3695,-94.6468,16.2,"107 km al SURESTE de SALINA CRUZ, OAX",2019-05-03,9:15:05
4,16.4,-93.1308,220.8,"23 km al NORESTE de VILLAFLORES, CHIS",2019-05-03,10:22:05
4.1,22.5713,-99.7962,5,"52 km al NORESTE de CERRITOS, SLP",2019-05-03,11:13:39
4,13.6882,-93.1763,12.4,"156 km al SUROESTE de CD HIDALGO, CHIS",2019-05-03,18:22:51
4,17.1765,-101.062,11.4,"46 km al SURESTE de PETATLAN, GRO",2019-05-03,19:54:32
4,15.2997,-94.709,18.9,"111 km al SURESTE de SALINA CRUZ, OAX",2019-05-03,22:31:17
4.2,16.0875,-97.5202,14.7,"13 km al NOROESTE de RIO GRANDE, OAX",2019-05-04,0:05:50
4,16.2142,-98.0707,4.7,"14 km al SUR de PINOTEPA NACIONAL, OAX",2019-05-04,3:47:22
4.1,14.2958,-93.8095,12.2,"161 km al SUROESTE de MAPASTEPEC, CHIS",2019-05-04,10:15:39
4,14.3043,-93.7595,13,"157 km al SUROESTE de MAPASTEPEC, CHIS",2019-05-04,10:21:01
4,17.3005,-101.381,15,"29 km al SUROESTE de PETATLAN, GRO",2019-05-04,18:03:33
4.1,18.1803,-101.649,66.7,"60 km al NORTE de ZIHUATANEJO, GRO",2019-05-04,19:44:43
4,15.811,-95.2245,26.1,"41 km al SUR de SALINA CRUZ, OAX",2019-05-05,1:32:58
4,15.9513,-94.308,88.9,"54 km al SUROESTE de ARRIAGA , CHIS",2019-05-05,7:52:39
4,31.4222,-114.607,10,"49 km al NORESTE de SAN FELIPE, BC",2019-05-05,13:03:33
4,15.2068,-94.6558,24.3,"122 km al SURESTE de SALINA CRUZ, OAX",2019-05-05,17:19:26
4.1,16.8088,-95.0323,39.5,"7 km al SUR de MATIAS ROMERO, OAX",2019-05-06,4:15:04
4.3,16.226,-98.1217,9.2,"15 km al SUROESTE de PINOTEPA NACIONAL, OAX",2019-05-06,5:57:43
4.1,15.9943,-95.2475,53,"22 km al SUR de SALINA CRUZ, OAX",2019-05-06,6:09:41
4.1,15.9722,-95.1987,27.9,"23 km al SUR de SALINA CRUZ, OAX",2019-05-06,6:50:22
4,16.0325,-95.2663,18.7,"18 km al SUROESTE de SALINA CRUZ, OAX",2019-05-06,7:35:21
4,16.1337,-95.3992,73.3,"22 km al OESTE de SALINA CRUZ, OAX",2019-05-06,8:56:28
4.1,14.8385,-92.4318,90.7,"20 km al SUROESTE de TAPACHULA, CHIS",2019-05-06,11:34:21
4,16.7468,-94.5247,60.7,"44 km al NORESTE de UNION HIDALGO, OAX",2019-05-06,18:58:41
4.1,16.7628,-94.9728,109.2,"14 km al SURESTE de MATIAS ROMERO, OAX",2019-05-06,19:30:27
4.1,16.028,-95.2635,6.7,"19 km al SUROESTE de SALINA CRUZ, OAX",2019-05-06,19:49:29
4,17.0273,-95.012,116.7,"17 km al NORTE de MATIAS ROMERO, OAX",2019-05-06,20:42:14
4,15.9855,-95.1945,29,"22 km al SUR de SALINA CRUZ, OAX",2019-05-06,20:55:34
4.3,17.7982,-95.541,29.5,"25 km al SUR de ISLA, VER",2019-05-07,3:56:09
4.3,17.1775,-100.013,11.9,"20 km al NORESTE de COYUCA DE BENITEZ, GRO",2019-05-07,5:37:35
4,15.9838,-95.1857,30.3,"22 km al SUR de SALINA CRUZ, OAX",2019-05-07,6:50:44
4,18.2278,-100.634,49.6,"15 km al SUR de CD ALTAMIRANO, GRO",2019-05-07,7:01:30
4.3,15.85,-98.8693,13.4,"103 km al SUROESTE de PINOTEPA NACIONAL, OAX",2019-05-07,10:02:28
4,15.9728,-98.8602,16.3,"92 km al SUROESTE de OMETEPEC, GRO",2019-05-07,10:19:36
4,15.7867,-98.93,14,"112 km al SUROESTE de PINOTEPA NACIONAL, OAX",2019-05-07,10:52:42
4.1,15.8435,-98.9087,19.2,"107 km al SUROESTE de PINOTEPA NACIONAL, OAX",2019-05-08,0:50:49
4.1,13.7873,-92.9348,8.6,"130 km al SUROESTE de CD HIDALGO, CHIS",2019-05-08,2:14:32
4.1,18.804,-107.45,10,"307 km al SUROESTE de PUERTO VALLARTA, JAL",2019-05-08,3:25:24
4.1,17.2798,-91.685,22,"35 km al SUROESTE de TENOSIQUE, TAB",2019-05-08,4:18:01
4.1,16.0953,-95.626,54.9,"47 km al OESTE de SALINA CRUZ, OAX",2019-05-08,6:49:40
4,17.1617,-100.065,7.8,"17 km al NORTE de COYUCA DE BENITEZ, GRO",2019-05-08,9:16:12
4,14.8953,-92.5343,90.6,"28 km al SUROESTE de HUIXTLA, CHIS",2019-05-08,11:59:42
4.1,13.8942,-93.0472,10,"130 km al SUROESTE de CD HIDALGO, CHIS",2019-05-08,14:12:56
4.1,14.3185,-94.6687,16.6,"214 km al SURESTE de SALINA CRUZ, OAX",2019-05-08,15:55:07
4.2,16.2375,-98.105,8.9,"13 km al SUROESTE de PINOTEPA NACIONAL, OAX",2019-05-08,16:09:21
4,17.561,-102.651,5.7,"63 km al SUROESTE de LA MIRA, MICH",2019-05-08,16:11:33
4.1,13.8667,-92.4402,13,"95 km al SUROESTE de CD HIDALGO, CHIS",2019-05-08,17:27:44
4.2,16.4357,-94.7743,26.6,"7 km al SURESTE de UNION HIDALGO, OAX",2019-05-09,1:00:24
4.3,16.0258,-94.511,84.3,"60 km al SURESTE de UNION HIDALGO, OAX",2019-05-09,2:47:02
4,16.1905,-95.1013,9.8,"10 km al ESTE de SALINA CRUZ, OAX",2019-05-09,5:05:13
4.2,31.1157,-116.472,10,"63 km al NOROESTE de VICENTE GUERRERO, BC",2019-05-09,6:14:47
4,15.9583,-97.9482,11.1,"44 km al SUR de PINOTEPA NACIONAL, OAX",2019-05-09,7:04:50
4.1,16.4313,-94.8098,26.7,"5 km al SURESTE de UNION HIDALGO, OAX",2019-05-09,8:06:08
4.1,13.7278,-92.8358,21.2,"128 km al SUROESTE de CD HIDALGO, CHIS",2019-05-09,9:34:43
4.2,17.2162,-94.8437,122.2,"43 km al NORESTE de MATIAS ROMERO, OAX",2019-05-09,16:41:27
4.7,13.6183,-92.8568,10,"140 km al SUROESTE de CD HIDALGO, CHIS",2019-05-09,18:23:58
4.2,15.9112,-98.001,10,"48 km al SUR de PINOTEPA NACIONAL, OAX",2019-05-09,18:44:38
4.2,15.8905,-97.9633,13,"51 km al SUR de PINOTEPA NACIONAL, OAX",2019-05-09,18:56:23
4,17.0075,-95.4017,102.1,"41 km al NOROESTE de MATIAS ROMERO, OAX",2019-05-09,19:24:10
4.4,15.8467,-97.9368,12.3,"56 km al SUR de PINOTEPA NACIONAL, OAX",2019-05-09,19:30:00
4,15.883,-97.988,15,"51 km al SUR de PINOTEPA NACIONAL, OAX",2019-05-09,19:31:41
4.3,14.7255,-93.1803,92.3,"85 km al SUROESTE de MAPASTEPEC, CHIS",2019-05-09,20:59:07
4,16.2543,-95.205,64.4,"8 km al NORTE de SALINA CRUZ, OAX",2019-05-10,1:20:50
4,25.2367,-109.791,10,"98 km al SUROESTE de AHOME, SIN",2019-05-10,3:33:59
4.8,19.1078,-108.879,10,"416 km al SUROESTE de PUERTO VALLARTA, JAL",2019-05-10,13:33:43
4,14.3767,-93.6753,12.8,"145 km al SUROESTE de MAPASTEPEC, CHIS",2019-05-10,15:02:58
4.3,31.4037,-114.567,10,"49 km al NORESTE de SAN FELIPE, BC",2019-05-10,17:05:47
4.2,31.4447,-114.618,10,"51 km al NORESTE de SAN FELIPE, BC",2019-05-10,17:21:11
4,31.4242,-114.616,10,"49 km al NORESTE de SAN FELIPE, BC",2019-05-10,19:28:40
4.1,31.3972,-114.615,10,"46 km al NORESTE de SAN FELIPE, BC",2019-05-10,20:07:53
4,31.3958,-114.62,10,"46 km al NORESTE de SAN FELIPE, BC",2019-05-10,20:26:32
4.1,13.5725,-92.7317,10,"137 km al SUROESTE de CD HIDALGO, CHIS",2019-05-10,22:24:44
4.2,16.247,-95.0813,68.6,"14 km al NORESTE de SALINA CRUZ, OAX",2019-05-10,22:36:54
4.1,31.4065,-114.594,10,"48 km al NORESTE de SAN FELIPE, BC",2019-05-11,6:32:43
4,17.8112,-95.5118,13.6,"23 km al SUROESTE de J RODRIGUEZ CLARA, VER",2019-05-11,8:33:23
4,31.4122,-114.557,10,"50 km al NORESTE de SAN FELIPE, BC",2019-05-11,10:07:37
4,17.3722,-95.687,15.4,"74 km al SUR de ISLA, VER",2019-05-11,10:11:38
4,16.8282,-100.301,5.1,"30 km al SUROESTE de COYUCA DE BENITEZ, GRO",2019-05-11,12:15:52
4,16.9018,-100.377,13.5,"33 km al SUROESTE de COYUCA DE BENITEZ, GRO",2019-05-11,15:06:04
4,16.1793,-97.942,17.5,"21 km al SURESTE de PINOTEPA NACIONAL, OAX",2019-05-11,23:44:13
4.1,17.024,-101.512,10,"62 km al SUROESTE de PETATLAN, GRO",2019-05-12,3:08:08
4,13.7313,-93.0295,10,"141 km al SUROESTE de CD HIDALGO, CHIS",2019-05-12,3:40:06
4.1,14.5357,-93.1905,15.3,"103 km al SUROESTE de HUIXTLA, CHIS",2019-05-12,10:02:18
4.1,15.3202,-94.6532,17,"112 km al SURESTE de SALINA CRUZ, OAX",2019-05-12,11:02:31
4,31.241,-114.27,10,"59 km al NORESTE de SAN FELIPE, BC",2019-05-12,16:09:30
4,16.971,-95.0637,113.9,"11 km al NORTE de MATIAS ROMERO, OAX",2019-05-12,17:31:07
4,15.494,-94.993,16.5,"79 km al SURESTE de SALINA CRUZ, OAX",2019-05-12,18:35:58
4,16.366,-98.2238,15.2,"19 km al OESTE de PINOTEPA NACIONAL, OAX",2019-05-12,19:31:28
4.1,15.9982,-98.675,16.2,"77 km al SUROESTE de PINOTEPA NACIONAL, OAX",2019-05-12,21:33:21
4.4,15.0045,-94.0828,26.4,"120 km al SUROESTE de PIJIJIAPAN, CHIS",2019-05-12,23:25:46
4.3,15.0155,-94.111,16.1,"122 km al SUROESTE de PIJIJIAPAN, CHIS",2019-05-12,23:55:55
4.1,15.0247,-94.0837,16.4,"119 km al SUROESTE de PIJIJIAPAN, CHIS",2019-05-12,23:59:00
4.4,14.9385,-94.281,13.3,"139 km al SUROESTE de TONALA, CHIS",2019-05-13,1:49:41
4.1,14.9325,-94.2025,10.1,"135 km al SUROESTE de PIJIJIAPAN, CHIS",2019-05-13,1:54:24
4,17.0385,-95.4812,99.6,"50 km al NOROESTE de MATIAS ROMERO, OAX",2019-05-13,1:54:48
4.1,15.849,-98.8638,15.8,"102 km al SUROESTE de PINOTEPA NACIONAL, OAX",2019-05-13,3:20:42
4,15.902,-95.2072,52.7,"31 km al SUR de SALINA CRUZ, OAX",2019-05-13,9:00:33
4,15.9255,-95.1667,11.6,"29 km al SUR de SALINA CRUZ, OAX",2019-05-13,12:39:58
4.1,15.8568,-95.116,29.5,"37 km al SUR de SALINA CRUZ, OAX",2019-05-13,14:10:42
4.4,13.947,-92.9443,10,"118 km al SUROESTE de CD HIDALGO, CHIS",2019-05-13,19:03:42
4,16.348,-95.1177,51.9,"12 km al ESTE de S BLAS ATEMPA, OAX",2019-05-14,0:19:43
4,15.9845,-95.758,18.2,"47 km al NORESTE de CRUCECITA, OAX",2019-05-14,1:09:13
4,16.2292,-95.0353,53.6,"18 km al NORESTE de SALINA CRUZ, OAX",2019-05-14,4:53:30
4,15.9593,-98.6677,16.2,"78 km al SUROESTE de PINOTEPA NACIONAL, OAX",2019-05-14,6:08:03
4.4,14.9558,-93.2008,47.3,"63 km al SUROESTE de MAPASTEPEC, CHIS",2019-05-14,6:19:11
4,15.0017,-93.171,60.5,"57 km al SUROESTE de MAPASTEPEC, CHIS",2019-05-14,6:36:03
4,16.2278,-98.088,6.1,"13 km al SUROESTE de PINOTEPA NACIONAL, OAX",2019-05-14,9:45:15
4.1,15.1372,-94.1517,20,"113 km al SUROESTE de TONALA, CHIS",2019-05-14,11:19:01
4.9,19.4802,-108.999,9.9,"389 km al SUR de CABO SAN LUCAS, BCS",2019-05-14,21:50:06
4.1,14.9152,-94.2237,19.6,"138 km al SUROESTE de PIJIJIAPAN, CHIS",2019-05-15,1:25:10
4.1,15.5852,-95.0673,16,"67 km al SUR de SALINA CRUZ, OAX",2019-05-15,3:20:04
5,19.4172,-108.991,10,"396 km al SUR de CABO SAN LUCAS, BCS",2019-05-15,3:40:27
4.1,16.5603,-99.2728,11.5,"29 km al SURESTE de SAN MARCOS, GRO",2019-05-15,7:34:53
4,15.6037,-96.0402,9.8,"21 km al SURESTE de CRUCECITA, OAX",2019-05-15,12:59:20
4,31.3235,-115.715,5,"71 km al NORESTE de VICENTE GUERRERO, BC",2019-05-15,13:00:37
4.1,19.427,-108.951,10,"396 km al SUR de CABO SAN LUCAS, BCS",2019-05-15,14:49:33
5,19.6728,-108.755,10,"376 km al SURESTE de CABO SAN LUCAS, BCS",2019-05-15,14:49:35
4.1,15.4275,-94.7893,24.2,"94 km al SURESTE de SALINA CRUZ, OAX",2019-05-15,17:13:07
4,15.8688,-96.9443,20.9,"13 km al ESTE de PUERTO ESCONDIDO, OAX",2019-05-15,18:04:37
4,17.0802,-99.6893,44.1,"32 km al NORESTE de ACAPULCO, GRO",2019-05-16,1:21:10
4.3,13.886,-92.9067,10.5,"120 km al SUROESTE de CD HIDALGO, CHIS",2019-05-16,1:47:45
4.7,15.5078,-93.5912,86.7,"45 km al SUROESTE de PIJIJIAPAN, CHIS",2019-05-16,7:11:00
4.1,15.7727,-95.2068,12.3,"45 km al SUR de SALINA CRUZ, OAX",2019-05-16,7:25:49
4.2,17.2817,-94.8677,126.5,"49 km al NORESTE de MATIAS ROMERO, OAX",2019-05-17,9:03:09
4,17.1397,-100.78,8.3,"18 km al SUROESTE de TECPAN, GRO",2019-05-17,22:42:17
4,15.651,-94.8737,33.7,"68 km al SURESTE de SALINA CRUZ, OAX",2019-05-18,8:14:43
4.1,16.531,-94.4117,113,"45 km al ESTE de UNION HIDALGO, OAX",2019-05-18,15:23:35
4,15.6267,-95.111,41.8,"62 km al SUR de SALINA CRUZ, OAX",2019-05-18,17:49:26
4.1,16.0283,-96.4242,28.4,"32 km al NORTE de S PEDRO POCHUTLA, OAX",2019-05-19,0:08:21
4.1,27.5712,-111.617,5.1,"69 km al NORESTE de SANTA ROSALIA, BCS",2019-05-19,0:14:28
4,16.01,-93.7255,103.3,"9 km al SURESTE de TONALA, CHIS",2019-05-19,4:13:04
4.2,17.6037,-94.729,144,"39 km al SURESTE de SAYULA DE ALEMAN, VER",2019-05-19,4:22:56
4,27.7375,-111.763,10,"67 km al NORESTE de SANTA ROSALIA, BCS",2019-05-19,5:13:38
4,15.7557,-95.0923,14.6,"48 km al SUR de SALINA CRUZ, OAX",2019-05-19,8:31:44
4.6,14.7015,-93.552,8,"108 km al SUROESTE de MAPASTEPEC, CHIS",2019-05-19,17:57:16
4,15.8705,-94.3223,78.3,"61 km al SUROESTE de ARRIAGA , CHIS",2019-05-19,19:27:29
4,14.7858,-92.3883,82.5,"19 km al SUROESTE de TAPACHULA, CHIS",2019-05-19,20:43:00
4.1,17.6937,-94.9543,133.6,"21 km al SUR de SAYULA DE ALEMAN, VER",2019-05-20,5:48:10
4.1,16.4237,-98.4377,9.4,"29 km al SUR de OMETEPEC, GRO",2019-05-20,13:19:52
4.3,15.906,-93.6047,112.9,"26 km al SURESTE de TONALA, CHIS",2019-05-20,18:06:00
4.1,18.627,-101.297,58.6,"42 km al OESTE de HUETAMO, MICH",2019-05-21,4:09:59
4.2,15.6247,-94.9267,25.1,"68 km al SURESTE de SALINA CRUZ, OAX",2019-05-21,4:58:20
4.1,18.3405,-103.522,37,"62 km al SUROESTE de COALCOMAN, MICH",2019-05-21,11:35:06
4,17.5123,-94.515,137,"53 km al SUR de MINATITLAN, VER",2019-05-21,15:58:57
4,15.5215,-94.7613,16,"87 km al SURESTE de SALINA CRUZ, OAX",2019-05-21,21:24:27
4,16.7865,-94.6763,80.6,"38 km al NORESTE de UNION HIDALGO, OAX",2019-05-21,23:40:09
4,18.4028,-101.614,55.7,"76 km al NORESTE de LAS GUACAMAYAS, MICH",2019-05-22,2:12:31
4.1,15.665,-93.8062,86.1,"47 km al SUR de TONALA, CHIS",2019-05-22,6:41:24
4,16.9993,-93.634,175.6,"35 km al NORESTE de CINTALAPA, CHIS",2019-05-22,13:31:08
4,18.75,-107.065,10,"269 km al OESTE de CIHUATLAN, JAL",2019-05-22,14:00:38
4.2,18.7172,-107.013,10,"264 km al OESTE de CIHUATLAN, JAL",2019-05-22,14:14:01
4.1,13.8238,-92.4968,10,"102 km al SUROESTE de CD HIDALGO, CHIS",2019-05-22,17:11:38
4.1,19.0568,-107.098,10,"260 km al SUROESTE de PUERTO VALLARTA, JAL",2019-05-22,20:39:49
4.1,18.814,-107.099,10,"271 km al OESTE de CIHUATLAN, JAL",2019-05-22,21:05:18
4.3,15.3032,-94.5002,15.9,"118 km al SUROESTE de TONALA, CHIS",2019-05-22,21:16:17
4.9,15.33,-94.5897,17.5,"114 km al SURESTE de SALINA CRUZ, OAX",2019-05-22,21:16:32
4.2,18.7713,-107.043,10,"266 km al OESTE de CIHUATLAN, JAL",2019-05-22,21:53:03
5.1,18.9142,-107.04,10,"263 km al OESTE de CIHUATLAN, JAL",2019-05-22,21:55:33
4,15.8817,-95.1673,26.5,"33 km al SUR de SALINA CRUZ, OAX",2019-05-22,22:46:22
4,18.7615,-107.031,10,"265 km al OESTE de CIHUATLAN, JAL",2019-05-22,23:03:46
4.1,15.4587,-94.6903,17.4,"97 km al SURESTE de SALINA CRUZ, OAX",2019-05-23,0:14:09
4,18.7083,-107.064,10,"270 km al OESTE de CIHUATLAN, JAL",2019-05-23,4:12:24
4,16.363,-93.9595,117.1,"16 km al NOROESTE de ARRIAGA , CHIS",2019-05-23,5:06:01
4.1,27.9158,-112.013,10,"69 km al NORESTE de SANTA ROSALIA, BCS",2019-05-23,5:09:31
4,16.1545,-96.0212,62.5,"44 km al NORESTE de CRUCECITA, OAX",2019-05-23,5:36:43
4,19.3762,-107.139,10,"242 km al SUROESTE de PUERTO VALLARTA, JAL",2019-05-23,9:11:30
4,19.6557,-107.234,10,"235 km al SUROESTE de PUERTO VALLARTA, JAL",2019-05-23,9:13:46
4,19.0933,-107.138,10,"261 km al SUROESTE de PUERTO VALLARTA, JAL",2019-05-23,9:13:48
4,15.0332,-97.4852,17.6,"102 km al SUROESTE de PUERTO ESCONDIDO, OAX",2019-05-23,9:42:36
4.1,15.1678,-94.4862,16.1,"128 km al SUROESTE de TONALA, CHIS",2019-05-23,10:24:46
4,15.2977,-95.9428,14,"56 km al SURESTE de CRUCECITA, OAX",2019-05-23,14:52:56
4,18.8395,-106.512,10,"210 km al OESTE de CIHUATLAN, JAL",2019-05-23,14:55:57
5.1,18.31,-106.433,10,"222 km al SUROESTE de CIHUATLAN, JAL",2019-05-23,18:52:46
4.1,17.0697,-94.0658,163.8,"55 km al NOROESTE de CINTALAPA, CHIS",2019-05-24,0:08:03
4.2,15.1803,-94.25,16.1,"113 km al SUROESTE de TONALA, CHIS",2019-05-24,2:33:14
4,16.5822,-94.7358,45.8,"16 km al NORESTE de UNION HIDALGO, OAX",2019-05-24,3:32:53
4,31.2262,-114.332,10,"53 km al NORESTE de SAN FELIPE, BC",2019-05-24,5:16:29
4.1,18.0452,-93.1833,5,"3 km al SUROESTE de CUNDUACAN, TAB",2019-05-24,5:38:53
4,15.8562,-96.3452,45.9,"18 km al NORESTE de S PEDRO POCHUTLA, OAX",2019-05-24,10:22:17
4,18.6073,-106.314,15.8,"197 km al SUROESTE de CIHUATLAN, JAL",2019-05-24,10:43:01
4.2,18.6455,-106.268,10,"191 km al SUROESTE de CIHUATLAN, JAL",2019-05-24,10:47:09
4,17.5503,-95.771,103.3,"59 km al SUROESTE de ISLA, VER",2019-05-24,13:24:54
4.1,15.3958,-94.6993,25.3,"102 km al SURESTE de SALINA CRUZ, OAX",2019-05-24,14:45:19
4,18.1497,-100.396,57.3,"22 km al SUROESTE de ARCELIA, GRO",2019-05-24,18:27:09
4.1,17.5025,-101.151,46.8,"14 km al SURESTE de PETATLAN, GRO",2019-05-24,19:27:33
4.1,15.966,-99.3957,19.3,"92 km al SUR de SAN MARCOS, GRO",2019-05-24,20:06:56
4.1,23.1535,-100.261,5,"67 km al SURESTE de MATEHUALA, SLP",2019-05-24,23:52:55
4.1,16.246,-98.2997,5,"28 km al SUROESTE de PINOTEPA NACIONAL, OAX",2019-05-25,3:39:19
4,16.6232,-93.5845,171.5,"17 km al SURESTE de CINTALAPA, CHIS",2019-05-25,10:25:33
4,14.9882,-92.4965,107.9,"17 km al SUR de HUIXTLA, CHIS",2019-05-25,12:44:52
4.4,15.1498,-94.6085,16.1,"130 km al SURESTE de SALINA CRUZ, OAX",2019-05-25,12:59:19
4,17.6702,-103.645,16.1,"133 km al SUROESTE de COALCOMAN, MICH",2019-05-25,14:30:42
4,16.5202,-95.0418,86.7,"8 km al SURESTE de CD IXTEPEC, OAX",2019-05-25,14:32:55
4,16.6285,-95.107,87.2,"7 km al NORTE de CD IXTEPEC, OAX",2019-05-25,16:27:35
4.1,16.543,-98.4137,33.2,"16 km al SUR de OMETEPEC, GRO",2019-05-26,0:07:08
4.1,14.0992,-93.3527,10,"144 km al SUROESTE de CD HIDALGO, CHIS",2019-05-26,1:01:40
4.2,14.4285,-92.6697,58,"62 km al SUROESTE de CD HIDALGO, CHIS",2019-05-26,5:47:19
4.3,23.254,-100.298,10,"56 km al SURESTE de MATEHUALA, SLP",2019-05-26,9:10:54
4,15.0188,-94.2038,16.7,"127 km al SUROESTE de TONALA, CHIS",2019-05-26,9:29:18
4,15.9788,-97.591,9.9,"17 km al OESTE de RIO GRANDE, OAX",2019-05-26,10:06:48
4,15.7988,-94.9365,12,"51 km al SURESTE de SALINA CRUZ, OAX",2019-05-26,10:15:24
4.1,15.2337,-94.6618,26.9,"119 km al SURESTE de SALINA CRUZ, OAX",2019-05-26,10:24:12
4,14.2565,-93.302,53.5,"132 km al SUROESTE de CD HIDALGO, CHIS",2019-05-26,10:45:54
4.4,17.2873,-95.364,117.9,"57 km al NOROESTE de MATIAS ROMERO, OAX",2019-05-26,11:57:01
4.1,23.087,-100.103,10,"75 km al NORTE de CERRITOS, SLP",2019-05-26,12:55:21
4,15.0487,-92.8103,103.6,"38 km al SUROESTE de HUIXTLA, CHIS",2019-05-26,18:45:02
4.1,15.2575,-94.4022,13,"115 km al SUROESTE de TONALA, CHIS",2019-05-26,18:52:31
